Collar,latitude,longitude,Altitude,Temp,AnimalTitle,GMT_Stamp,timestamp,pre_lon,pre_lat,pre_time,step,delta,speed_ms,bearing,turn_angle,behavior
151325.0,41.94571,-88.3574558,0.51,33,Coyote - Thornwood 151325 (M),1680810000000.0,2023-04-06 20:01:10,-88.3588714,41.9528936,2023-04-06 16:00:59,806.4862228367684,14411.0,0.055963238001302366,171.66157810391675,20.08216018590747,Foraging
151325.0,41.9516517,-88.3588133,195.22,11,Coyote - Thornwood 151325 (M),1680780000000.0,2023-04-06 12:00:33,-88.3574558,41.94571,2023-04-06 20:01:10,669.4883441886764,-28837.0,-0.023216296569985657,350.35668880879876,178.695110704882,Foraging
151326.0,41.97704,-88.3576322,202.89,14,Coyote - Thornwood 151326 (F),1680780000000.0,2023-04-06 12:01:09,-88.3588133,41.9516517,2023-04-06 12:00:33,2821.6434895716884,36.0,,1.9807634968361503,11.62407468803741,Traveling
151324.0,41.9498064,-88.028335,-0.08,16,Coyote - East Branch 151324,1712380000000.0,2024-04-06 04:00:45,-88.3576322,41.97704,2023-04-06 12:01:09,,31593576.0,0.0008693288834553502,96.23640585390827,94.25564235707212,nan
151324.0,41.9311122,-88.0250594,184.73,20,Coyote - East Branch 151324,1712420000000.0,2024-04-06 16:01:05,-88.028335,41.9498064,2024-04-06 04:00:45,2094.0973138374598,43220.0,0.048452043355795,172.57307973287215,76.33667387896388,Traveling
151324.0,41.9311094,-88.0250219,180.57,23,Coyote - East Branch 151324,1712430000000.0,2024-04-06 20:00:35,-88.0250594,41.9311122,2024-04-06 16:01:05,3.125762556282717,14370.0,0.00021752001087562401,95.73130437530803,76.84177535756412,Resting
301434000000000.0,40.157144,-88.071978,205.0,11,Coyote - Champaign MA05 ,1743910000000.0,2025-04-06 04:00:00,-88.0250219,41.9311094,2024-04-06 20:00:35,,31478365.0,0.006259755591779632,181.1591341447386,85.42782976943057,nan
301434000000000.0,40.174761,-88.082972,207.0,26,Coyote - Champaign MA05 ,1743960000000.0,2025-04-06 16:00:00,-88.071978,40.157144,2025-04-06 04:00:00,2168.789847376731,43200.0,0.05020346868927618,334.5074908886271,153.3483567438885,Traveling
301434000000000.0,40.176047,-88.078897,207.0,24,Coyote - Champaign MA05 ,1743970000000.0,2025-04-06 20:00:00,-88.082972,40.174761,2025-04-06 16:00:00,375.3137738298224,14400.0,0.02606345651595989,67.55673705746528,93.04924616883818,Foraging
301434000000000.0,40.174767,-88.082947,210.0,28,Coyote - Champaign MA05 ,1743940000000.0,2025-04-06 12:00:00,-88.078897,40.176047,2025-04-06 20:00:00,373.09109934577106,-28800.0,-0.01295455206061705,247.52947587751493,179.97273882004964,Foraging
38058.0,41.8264756,-88.2602208,187.1,13,Coyote - Fermi 38058,1460050000000.0,2016-04-07 17:00:29,-88.082947,40.174767,2025-04-06 12:00:00,,-283892371.0,-0.000648252604614444,355.42712646149266,107.89765058397774,nan
38056.0,41.8426517,-88.1753014,172.58,10,Coyote - Cantigny 38056 (F),1460010000000.0,2016-04-07 06:02:04,-88.2602208,41.8264756,2016-04-07 17:00:29,7279.051412161572,-39505.0,-0.1842564589839659,75.6304767665927,80.2033503051,Traveling
38058.0,41.8277667,-88.2612964,196.32,9,Coyote - Fermi 38058,1460020000000.0,2016-04-07 08:00:30,-88.1753014,41.8426517,2016-04-07 06:02:04,7331.934217615834,7106.0,1.0317948519020312,256.94990367638843,178.68057309020426,Traveling
38058.0,41.8269811,-88.2593894,191.83,20,Coyote - Fermi 38058,1460060000000.0,2016-04-07 21:00:29,-88.2612964,41.8277667,2016-04-07 08:00:30,180.86309151714087,46799.0,0.0038646785511900015,118.93511938394732,138.0147842924411,Foraging
38058.0,41.8270328,-88.2594958,189.91,20,Coyote - Fermi 38058,1460070000000.0,2016-04-07 23:00:05,-88.2593894,41.8269811,2016-04-07 21:00:29,10.540629921140384,7176.0,0.0014688726200028407,303.10745043550827,175.82766894843905,Resting
151325.0,41.9581464,-88.3494908,299.19,22,Coyote - Thornwood 151325 (M),1680880000000.0,2023-04-07 16:00:33,-88.2594958,41.8270328,2016-04-07 23:00:05,,220813228.0,7.411894208173631e-05,332.96541574989004,29.857965314381772,nan
151325.0,41.9582783,-88.3493786,205.11,24,Coyote - Thornwood 151325 (M),1680900000000.0,2023-04-07 20:00:57,-88.3494908,41.9581464,2023-04-07 16:00:33,17.35401808001434,14424.0,0.0012031349195794747,32.31605602548957,59.35064027559952,Resting
151324.0,41.9309442,-88.0361194,199.53,12,Coyote - East Branch 151324,1712510000000.0,2024-04-07 16:00:34,-88.3493786,41.9582783,2023-04-07 20:00:57,,31607977.0,0.0008274197981387779,96.58630369765626,64.27024767216669,nan
151324.0,41.9308236,-88.0366125,221.93,10,Coyote - East Branch 151324,1712520000000.0,2024-04-07 20:00:33,-88.0361194,41.9309442,2024-04-07 16:00:34,43.03569231284629,14399.0,0.002988797299315667,251.80180901090728,155.21550531325101,Resting
301434000000000.0,40.175636,-88.080189,204.0,15,Coyote - Champaign MA05 ,1744000000000.0,2025-04-07 04:00:00,-88.0366125,41.9308236,2024-04-07 20:00:33,,31478367.0,0.006193354416473339,181.08693282612194,70.71487618478534,nan
301434000000000.0,40.491531,-89.444044,183.0,29,Coyote - Morton MA06 ,1744040000000.0,2025-04-07 16:00:00,-88.080189,40.175636,2025-04-07 04:00:00,,43200.0,2.8029298429854954,287.3418525572447,106.25491973112275,nan
301434000000000.0,40.174744,-88.082906,210.0,29,Coyote - Champaign MA05 ,1744060000000.0,2025-04-07 20:00:00,-89.444044,40.491531,2025-04-07 16:00:00,,14400.0,8.39549451398231,106.53674123564994,179.19488867840525,nan
301434000000000.0,40.174764,-88.082933,216.0,30,Coyote - Champaign MA05 ,1744030000000.0,2025-04-07 12:00:00,-88.082906,40.174744,2025-04-07 20:00:00,3.1969681457670274,-28800.0,-0.00011100583839468846,314.11142836210314,152.4253128735468,Resting
38058.0,41.8265936,-88.2552561,187.46,2,Coyote - Fermi 38058,1460100000000.0,2016-04-08 06:00:47,-88.082933,40.174764,2025-04-07 12:00:00,,-283931953.0,-0.0006480922022163027,355.5546257304692,41.44319736836604,nan
38058.0,41.8285489,-88.2507117,189.19,3,Coyote - Fermi 38058,1460100000000.0,2016-04-08 08:00:48,-88.2552561,41.8265936,2016-04-08 06:00:47,435.5314664641515,7201.0,0.06048208116430378,59.99558507745007,64.44095934698089,Foraging
38058.0,41.8231711,-88.2541456,189.38,8,Coyote - Fermi 38058,1460110000000.0,2016-04-08 10:00:10,-88.2507117,41.8285489,2016-04-08 08:00:48,661.939166743883,7162.0,0.09242378759339333,205.4471144711557,145.4515293937056,Foraging
151325.0,41.9533808,-88.3565508,202.92,5,Coyote - Thornwood 151325 (M),1680930000000.0,2023-04-08 04:00:33,-88.2541456,41.8231711,2016-04-08 10:00:10,,220816823.0,7.596796760207716e-05,329.6859930011067,124.238878529951,nan
151325.0,41.9492597,-88.3584908,203.59,22,Coyote - Thornwood 151325 (M),1680970000000.0,2023-04-08 16:00:33,-88.3565508,41.9533808,2023-04-08 04:00:33,485.1801376774956,43200.0,0.011231021705497585,199.29587604999517,130.3901169511115,Foraging
151326.0,41.8668656,-88.3633414,178.16,25,Coyote - Thornwood 151326 (F),1680970000000.0,2023-04-08 16:00:51,-88.3584908,41.9492597,2023-04-08 16:00:33,9160.481079558198,18.0,,182.5102942466888,16.78558180330637,Traveling
